Timestamp,Fruit_ID,Quality,Status,Area
02:09:45,1,46.8,LOW,56052
02:09:46,2,26.0,REJECT,76728
02:09:46,3,41.5,LOW,81130
02:09:46,4,26.0,REJECT,32340
02:09:46,5,35.1,REJECT,37054
02:09:46,6,35.4,REJECT,36642
02:09:46,7,35.3,REJECT,28016
02:09:46,8,72.7,PASS,59182
02:09:47,9,19.6,REJECT,22518
02:09:47,10,42.7,LOW,27004
02:39:05,11,32.5,REJECT,130032
