Timestamp,Session_ID,Fruit_ID,Quality,Area,Status
17:46:50,20260401_174310,205,29.5,327184,REJECT
17:46:51,20260401_174310,206,34.5,336400,REJECT
17:46:51,20260401_174310,207,15.8,302500,REJECT
17:46:56,20260401_174310,208,39.5,338724,REJECT
17:46:57,20260401_174310,209,16.1,306916,REJECT
17:47:01,20260401_174310,210,16.7,302500,REJECT
17:47:03,20260401_174310,211,42.6,345744,LOW
17:47:03,20260401_174310,212,16.6,302500,REJECT
17:47:04,20260401_174310,213,18.2,345744,REJECT
17:47:07,20260401_174310,214,29.2,338724,REJECT
17:47:08,20260401_174310,215,18.9,298116,REJECT
17:47:13,20260401_174310,216,34.6,329476,REJECT
17:47:13,20260401_174310,217,14.7,302500,REJECT
17:47:15,20260401_174310,218,35.0,341056,REJECT
17:47:15,20260401_174310,219,23.2,300304,REJECT
17:47:17,20260401_174310,220,45.7,336400,LOW
17:47:17,20260401_174310,221,17.2,306916,REJECT
17:47:19,20260401_174310,222,42.1,334084,LOW
17:47:19,20260401_174310,223,24.0,302500,REJECT
17:47:20,20260401_174310,224,41.6,336400,LOW
17:47:20,20260401_174310,225,19.0,295936,REJECT
17:47:21,20260401_174310,226,57.9,6084,LOW
17:47:26,20260401_174310,227,21.3,322624,REJECT
17:47:28,20260401_174310,228,35.5,322624,REJECT
17:47:28,20260401_174310,229,17.0,304704,REJECT
17:47:28,20260401_174310,230,32.0,324900,REJECT
17:47:30,20260401_174310,231,36.8,322624,REJECT
17:47:30,20260401_174310,232,38.6,5184,REJECT
17:47:37,20260401_174310,233,36.3,324900,REJECT
17:47:37,20260401_174310,234,21.6,298116,REJECT
17:47:39,20260401_174310,235,34.9,327184,REJECT
17:47:39,20260401_174310,236,16.1,289444,REJECT
17:47:40,20260401_174310,237,41.3,315844,LOW
17:47:41,20260401_174310,238,20.9,295936,REJECT
17:47:42,20260401_174310,239,47.6,6400,LOW
17:47:44,20260401_174310,240,42.2,322624,LOW
17:47:44,20260401_174310,241,17.7,293764,REJECT
17:47:50,20260401_174310,242,52.5,329476,LOW
17:47:50,20260401_174310,243,19.0,293764,REJECT
17:47:52,20260401_174310,244,39.2,327184,REJECT
17:47:53,20260401_174310,245,15.6,295936,REJECT
17:47:55,20260401_174310,246,41.3,5184,LOW
17:48:05,20260401_174310,247,59.7,7396,LOW
17:48:07,20260401_174310,248,42.5,4624,LOW
17:52:00,20260401_175155,0,16.9,69696,REJECT
17:52:00,20260401_175155,1,35.9,14400,REJECT
17:52:03,20260401_175155,2,42.1,14400,LOW
17:52:04,20260401_175155,3,35.6,17956,REJECT
17:52:04,20260401_175155,4,30.0,18496,REJECT
17:52:04,20260401_175155,5,45.8,19044,LOW
17:52:05,20260401_175155,6,26.5,14400,REJECT
17:52:05,20260401_175155,7,66.1,1567504,LOW
17:52:06,20260401_175155,8,26.7,76176,REJECT
17:52:06,20260401_175155,9,52.8,152100,LOW
17:52:06,20260401_175155,10,45.5,26244,LOW
17:52:07,20260401_175155,11,18.5,33124,REJECT
17:52:07,20260401_175155,12,43.4,33856,LOW
17:52:08,20260401_175155,13,46.7,14400,LOW
17:52:08,20260401_175155,14,14.2,14400,REJECT
17:52:08,20260401_175155,15,25.6,14400,REJECT
17:52:09,20260401_175155,16,44.5,14400,LOW
17:52:09,20260401_175155,17,42.3,14400,LOW
17:52:09,20260401_175155,18,23.0,20164,REJECT
17:52:09,20260401_175155,19,32.4,14400,REJECT
17:52:10,20260401_175155,20,58.4,106276,LOW
17:52:10,20260401_175155,21,42.7,14400,LOW
17:52:10,20260401_175155,22,24.2,14400,REJECT
17:52:10,20260401_175155,23,66.3,63504,LOW
