Timestamp,MQ2,MQ3,MQ135,Temperature,Humidity
2026-03-30 23:12:06,226,1079,50,28.30,77.60
2026-03-30 23:12:11,206,1023,55,28.40,77.70
2026-03-30 23:12:16,182,1008,64,28.40,77.60
2026-03-30 23:12:21,176,985,52,28.40,77.50
2026-03-30 23:12:26,175,970,64,28.40,77.70
2026-03-30 23:12:31,158,906,73,28.30,77.60
2026-03-30 23:12:36,183,946,66,28.40,77.60
2026-03-30 23:12:41,191,1174,61,28.40,77.60
2026-03-30 23:12:46,173,1070,67,28.40,77.50
2026-03-30 23:12:51,192,1216,62,28.40,77.40
2026-03-30 23:12:56,175,1116,64,28.40,77.40
2026-03-30 23:13:01,180,945,65,28.30,77.40
2026-03-30 23:13:06,202,1088,65,28.40,77.50
2026-03-30 23:13:11,225,1131,66,28.40,77.40
2026-03-30 23:13:16,192,1167,80,28.40,77.50
2026-03-30 23:13:21,183,1091,80,28.40,77.50
2026-03-30 23:13:26,189,1168,76,28.30,77.60
2026-03-30 23:13:31,214,1243,69,28.40,77.50
2026-03-30 23:13:36,176,1127,70,28.30,77.70
2026-03-30 23:13:41,175,1056,74,28.40,77.70
2026-03-30 23:13:46,202,1062,80,28.40,77.80
2026-03-30 23:13:51,195,1119,62,28.40,77.60
2026-03-30 23:13:56,208,1177,64,28.40,77.80
2026-03-30 23:14:01,219,1285,69,28.30,77.90
2026-03-30 23:14:06,178,1247,80,28.40,77.80
2026-03-30 23:14:11,202,1392,64,28.40,77.80
2026-03-30 23:14:16,180,1257,65,28.40,77.80
2026-03-30 23:14:21,208,1313,54,28.30,77.80
2026-03-30 23:14:26,202,1285,68,28.40,77.70
2026-03-30 23:14:31,187,1566,106,28.30,77.80
2026-03-30 23:14:36,202,1558,81,28.30,77.80
2026-03-30 23:14:41,191,1518,112,28.40,78.00
2026-03-30 23:14:46,231,1553,103,28.40,77.90
2026-03-30 23:14:51,213,1511,105,28.30,77.90
2026-03-30 23:14:56,208,1577,90,28.30,77.90
2026-03-30 23:15:01,221,1535,98,28.40,77.80
2026-03-30 23:15:06,243,1487,114,28.40,77.80
2026-03-30 23:15:11,230,1515,94,28.40,77.70
2026-03-30 23:15:16,229,1471,91,28.40,77.60
2026-03-30 23:15:21,192,1393,109,28.30,77.70
2026-03-30 23:15:26,208,1494,107,28.40,77.60
2026-03-30 23:15:31,227,1575,68,28.40,77.80
2026-03-30 23:15:36,218,1658,128,28.40,77.60
2026-03-30 23:15:41,208,1615,101,28.30,77.50
2026-03-30 23:15:46,223,1535,105,28.40,77.70
2026-03-30 23:15:51,205,1584,96,28.40,77.60
2026-03-30 23:15:56,225,1522,103,28.30,77.60
2026-03-30 23:16:01,225,1517,93,28.30,77.70
2026-03-30 23:16:06,251,1639,103,28.40,77.70
2026-03-30 23:16:11,235,1535,80,28.30,77.70
2026-03-30 23:16:16,239,1585,122,28.30,77.60
2026-03-30 23:16:21,208,1633,95,28.30,77.60
2026-03-30 23:16:26,215,1633,182,28.30,77.60
2026-03-30 23:16:31,222,1659,149,28.30,77.70
2026-03-30 23:16:36,224,1662,103,28.30,77.50
2026-03-30 23:16:41,215,1699,107,28.30,77.70
2026-03-30 23:16:46,192,1649,80,28.40,77.70
2026-03-30 23:16:51,203,1655,142,28.30,77.70
2026-03-30 23:16:56,243,1654,112,28.40,77.70
2026-03-30 23:17:01,254,1681,118,28.30,77.60
2026-03-30 23:17:06,240,1695,107,28.30,77.60
2026-03-30 23:17:11,176,1680,92,28.30,77.60
2026-03-30 23:17:16,216,1710,101,28.30,77.70
2026-03-30 23:17:21,202,1690,94,28.30,77.70
2026-03-30 23:17:26,181,1603,106,28.30,77.80
2026-03-30 23:17:31,208,1654,115,28.30,77.80
2026-03-30 23:17:36,192,1686,102,28.30,77.70
2026-03-30 23:17:41,194,1765,92,28.30,77.70
2026-03-30 23:17:46,206,1683,105,28.30,77.70
2026-03-30 23:17:51,224,1606,103,28.30,77.70
2026-03-30 23:17:56,199,1618,111,28.30,77.80
2026-03-30 23:18:01,192,1641,112,28.30,77.70
2026-03-30 23:18:06,197,1649,97,28.30,77.60
2026-03-30 23:18:11,198,1792,101,28.30,77.70
2026-03-30 23:18:16,177,1991,112,28.30,77.80
2026-03-30 23:18:21,212,2032,123,28.30,77.70
2026-03-30 23:18:26,242,2112,112,28.30,77.80
2026-03-30 23:18:31,252,2119,116,28.30,77.60
2026-03-30 23:18:36,213,2128,119,28.30,77.80
2026-03-30 23:18:41,213,2139,112,28.30,77.60
2026-03-30 23:18:46,231,2199,115,28.20,77.70
2026-03-30 23:18:51,253,2212,113,28.30,77.90
2026-03-30 23:18:56,258,2251,114,28.20,77.80
2026-03-30 23:19:01,256,2289,115,28.30,77.70
2026-03-30 23:19:06,256,2317,102,28.20,77.60
2026-03-30 23:19:11,246,2292,116,28.30,77.80
2026-03-30 23:19:16,242,2301,113,28.30,77.70
2026-03-30 23:19:21,261,2301,112,28.20,77.80
2026-03-30 23:19:26,243,2253,119,28.30,77.70
2026-03-30 23:19:31,250,2285,120,28.30,77.70
2026-03-30 23:19:36,238,2302,126,28.30,77.70
2026-03-30 23:19:41,242,2304,121,28.30,77.70
2026-03-30 23:19:46,229,2291,126,28.20,77.70
2026-03-30 23:19:51,243,2311,117,28.30,77.80
2026-03-30 23:19:56,260,2315,125,28.20,77.70
2026-03-30 23:20:01,226,2330,128,28.20,77.80
2026-03-30 23:20:06,217,2343,128,28.20,77.80
2026-03-30 23:20:11,191,2351,141,28.20,77.80
2026-03-30 23:20:16,207,2352,119,28.20,77.80
2026-03-30 23:20:21,245,2384,113,28.20,77.90
2026-03-30 23:20:26,240,2352,109,28.20,77.70
2026-03-30 23:20:31,211,2355,109,28.20,77.80
2026-03-30 23:20:36,199,2363,111,28.20,77.80
2026-03-30 23:20:41,213,2384,107,28.20,77.80
2026-03-30 23:20:46,225,2416,108,28.20,77.90
2026-03-30 23:20:51,225,2368,110,28.20,78.00
2026-03-30 23:20:56,225,2304,110,28.20,77.80
2026-03-30 23:21:01,212,2310,96,28.20,78.00
2026-03-30 23:21:06,213,2336,94,28.20,78.00
2026-03-30 23:21:11,224,2355,111,28.20,78.00
2026-03-30 23:21:16,203,2382,81,28.20,77.90
2026-03-30 23:21:21,239,2368,103,28.20,77.90
2026-03-30 23:21:26,198,2379,97,28.20,78.20
2026-03-30 23:21:31,208,2320,103,28.20,78.00
2026-03-30 23:21:36,218,2385,94,28.20,78.20
2026-03-30 23:21:41,236,2391,99,28.30,78.10
2026-03-30 23:21:46,227,2317,96,28.20,78.10
2026-03-30 23:21:51,201,2294,97,28.20,78.10
2026-03-30 23:21:56,202,2288,106,28.20,78.10
2026-03-30 23:22:01,214,2262,85,28.20,78.00
2026-03-30 23:22:06,208,2285,104,28.20,78.00
2026-03-30 23:22:11,209,2333,97,28.20,78.20
2026-03-30 23:22:16,208,2291,106,28.20,78.10
2026-03-30 23:22:21,191,2354,90,28.20,78.20
2026-03-30 23:22:26,212,2329,80,28.20,78.20
2026-03-30 23:22:31,217,2288,88,28.20,78.20
2026-03-30 23:22:36,207,2370,86,28.20,78.30
2026-03-30 23:22:41,208,2375,112,28.20,78.20
2026-03-30 23:22:46,221,2352,114,28.20,78.20
2026-03-30 23:22:51,213,2325,91,28.20,78.30
2026-03-30 23:22:56,228,2336,118,28.20,78.30
2026-03-30 23:23:01,244,2345,127,28.20,78.10
2026-03-30 23:23:06,224,2313,95,28.20,78.20
2026-03-30 23:23:11,236,2365,86,28.20,78.40
2026-03-30 23:23:16,240,2368,117,28.20,78.40
2026-03-30 23:23:21,236,2388,107,28.20,78.40
2026-03-30 23:23:26,229,2363,96,28.30,78.30
2026-03-30 23:23:31,249,2382,112,28.20,78.30
2026-03-30 23:23:36,231,2320,107,28.20,78.30
2026-03-30 23:23:41,229,2355,101,28.20,78.40
2026-03-30 23:23:46,229,2388,85,28.20,78.30
2026-03-30 23:23:51,254,2411,103,28.20,78.50
2026-03-30 23:23:56,219,2355,98,28.20,78.60
2026-03-30 23:24:01,228,2322,101,28.10,78.60
2026-03-30 23:24:06,252,2353,101,28.20,78.70
2026-03-30 23:24:11,238,2370,110,28.20,78.80
2026-03-30 23:24:16,245,2384,111,28.20,78.60
2026-03-30 23:24:21,245,2341,108,28.20,78.80
2026-03-30 23:24:26,224,2299,101,28.20,78.70
2026-03-30 23:24:31,182,2315,106,28.20,78.80
2026-03-30 23:24:36,227,2303,112,28.30,78.80
2026-03-30 23:24:41,223,2335,108,28.30,78.90
2026-03-30 23:24:46,246,2383,107,28.20,78.80
2026-03-30 23:24:51,261,2357,116,28.20,78.90
2026-03-30 23:24:57,215,2361,107,28.20,78.90
2026-03-30 23:25:02,234,2377,101,28.20,78.80
2026-03-30 23:25:07,242,2381,108,28.20,78.90
2026-03-30 23:25:12,242,2398,98,28.20,79.00
2026-03-30 23:25:17,209,2350,112,28.30,78.90
2026-03-30 23:25:22,176,2361,109,28.20,78.90
2026-03-30 23:25:27,198,2343,123,28.30,78.90
2026-03-30 23:25:32,218,2306,127,28.30,78.90
2026-03-30 23:25:37,234,2357,117,28.30,78.90
2026-03-30 23:25:42,201,2337,112,28.30,78.80
2026-03-30 23:25:47,223,2379,109,28.30,79.00
2026-03-30 23:25:52,235,2422,125,28.20,79.00
2026-03-30 23:25:57,230,2386,125,28.30,78.90
2026-03-30 23:26:02,230,2380,118,28.30,79.00
2026-03-30 23:26:07,244,2384,106,28.30,78.90
2026-03-30 23:26:12,267,2337,122,28.30,79.00
2026-03-30 23:26:17,235,2320,111,28.30,78.80
2026-03-30 23:26:22,211,2343,119,28.30,78.90
2026-03-30 23:26:27,251,2354,119,28.30,78.80
2026-03-30 23:26:32,224,2309,101,28.30,78.90
2026-03-30 23:26:37,246,2359,107,28.30,79.00
2026-03-30 23:26:42,240,2371,117,28.40,78.90
2026-03-30 23:26:47,289,2333,114,28.30,78.90
2026-03-30 23:26:52,176,2320,118,28.30,79.00
2026-03-30 23:26:57,239,2321,113,28.40,78.90
2026-03-30 23:27:02,228,2335,101,28.30,78.80
2026-03-30 23:27:07,216,2310,107,28.30,78.90
2026-03-30 23:27:12,252,2319,102,28.30,78.90
2026-03-30 23:27:17,218,2352,92,28.40,78.80
2026-03-30 23:27:22,207,2375,91,28.30,78.80
2026-03-30 23:27:27,240,2389,107,28.40,78.80
2026-03-30 23:27:32,226,2355,109,28.30,78.80
2026-03-30 23:27:37,216,2333,113,28.40,78.80
2026-03-30 23:27:42,239,2384,115,28.40,78.80
2026-03-30 23:27:47,256,2374,127,28.30,78.80
2026-03-30 23:27:52,203,2421,93,28.40,78.80
2026-03-30 23:27:57,208,2410,112,28.40,78.70
2026-03-30 23:28:02,253,2416,105,28.30,78.80
2026-03-30 23:28:07,245,2416,102,28.40,78.90
2026-03-30 23:28:12,208,2397,112,28.30,78.70
2026-03-30 23:28:17,210,2403,128,28.40,78.90
2026-03-30 23:28:22,229,2386,127,28.40,78.90
2026-03-30 23:28:27,249,2405,119,28.40,78.90
2026-03-30 23:28:32,248,2418,112,28.40,78.80
2026-03-30 23:28:37,253,2353,118,28.40,78.80
2026-03-30 23:28:42,226,2340,117,28.40,78.80
2026-03-30 23:28:47,222,2339,116,28.40,78.80
2026-03-30 23:28:52,216,2352,106,28.40,78.70
2026-03-30 23:28:57,230,2407,112,28.40,78.80
2026-03-30 23:29:02,245,2394,110,28.40,78.70
2026-03-30 23:29:07,228,2396,125,28.40,78.70
2026-03-30 23:29:12,218,2371,114,28.40,78.60
2026-03-30 23:29:17,226,2369,131,28.40,78.70
2026-03-30 23:29:22,236,2387,126,28.50,78.90
2026-03-30 23:29:27,246,2366,113,28.40,78.70
2026-03-30 23:29:32,217,2421,144,28.40,78.70
2026-03-30 23:29:37,268,2374,107,28.40,78.60
2026-03-30 23:29:42,210,2384,93,28.40,78.60
2026-03-30 23:29:47,229,2416,110,28.40,78.70
2026-03-30 23:29:52,237,2416,107,28.40,78.70
2026-03-30 23:29:57,219,2414,106,28.40,78.60
2026-03-30 23:30:02,262,2370,104,28.50,78.80
2026-03-30 23:30:07,250,2384,123,28.40,78.80
2026-03-30 23:30:12,214,2411,98,28.50,78.80
2026-03-30 23:30:17,225,2365,102,28.40,78.60
2026-03-30 23:30:22,269,2348,107,28.40,78.70
2026-03-30 23:30:27,247,2376,103,28.50,78.70
2026-03-30 23:30:32,255,2349,104,28.40,78.70
2026-03-30 23:30:37,259,2390,106,28.50,78.70
2026-03-30 23:30:42,215,2397,102,28.40,78.70
2026-03-30 23:30:47,207,2345,112,28.40,78.60
2026-03-30 23:30:52,233,2391,115,28.50,78.60
2026-03-30 23:30:57,202,2401,128,28.50,78.70
2026-03-30 23:31:02,215,2393,110,28.50,78.60
2026-03-30 23:31:07,239,2417,118,28.50,78.50
2026-03-30 23:31:12,235,2420,118,28.50,78.60
2026-03-30 23:31:17,194,2443,102,28.50,78.60
2026-03-30 23:31:22,224,2445,112,28.50,78.60
2026-03-30 23:31:27,239,2432,113,28.50,78.40
2026-03-30 23:31:32,229,2418,91,28.50,78.70
2026-03-30 23:31:37,245,2448,108,28.50,78.50
2026-03-30 23:31:42,297,2413,109,28.50,78.40
2026-03-30 23:31:47,213,2352,101,28.50,78.50
2026-03-30 23:31:52,217,2420,97,28.50,78.40
2026-03-30 23:31:57,234,2422,105,28.40,78.30
2026-03-30 23:32:02,218,2407,99,28.50,78.30
2026-03-30 23:32:07,213,2377,98,28.50,78.40
2026-03-30 23:32:12,250,2401,112,28.50,78.40
2026-03-30 23:32:17,234,2417,112,28.50,78.50
2026-03-30 23:32:22,239,2433,98,28.40,78.30
2026-03-30 23:32:27,257,2443,125,28.50,78.20
2026-03-30 23:32:32,261,2428,114,28.50,78.30
2026-03-30 23:32:37,256,2416,112,28.50,78.20
2026-03-30 23:32:42,234,2448,112,28.50,78.20
2026-03-30 23:32:47,266,2429,105,28.50,78.10
2026-03-30 23:32:52,227,2401,98,28.50,78.30
2026-03-30 23:32:57,233,2384,106,28.50,78.10
2026-03-30 23:33:02,214,2409,118,28.50,78.20
2026-03-30 23:33:07,227,2322,112,28.50,78.20
2026-03-30 23:33:12,198,2374,114,28.50,78.00
2026-03-30 23:33:17,218,2427,109,28.50,78.10
2026-03-30 23:33:22,230,2316,112,28.50,78.10
2026-03-30 23:33:27,257,2417,126,28.50,78.10
2026-03-30 23:33:32,221,2384,122,28.50,78.20
2026-03-30 23:33:37,188,2314,113,28.50,78.10
2026-03-30 23:33:42,182,2384,131,28.50,78.00
2026-03-30 23:33:47,183,2380,117,28.50,78.10
2026-03-30 23:33:52,193,2422,130,28.40,78.20
2026-03-30 23:33:57,203,2378,102,28.50,78.10
2026-03-30 23:34:02,208,2386,125,28.50,78.10
2026-03-30 23:34:07,210,2380,114,28.50,78.10
2026-03-30 23:34:12,224,2391,112,28.50,78.00
2026-03-30 23:34:17,223,2418,115,28.50,78.00
2026-03-30 23:34:22,234,2346,119,28.50,78.10
2026-03-30 23:34:27,218,2352,112,28.50,78.10
2026-03-30 23:34:32,205,2363,114,28.40,78.10
2026-03-30 23:34:37,225,2393,119,28.50,78.10
2026-03-30 23:34:42,208,2429,111,28.50,78.10
2026-03-30 23:34:47,235,2439,121,28.50,78.00
2026-03-30 23:34:52,224,2397,123,28.40,78.00
2026-03-30 23:34:57,196,2383,103,28.50,78.00
2026-03-30 23:35:02,205,2419,100,28.50,78.00
2026-03-30 23:35:07,221,2417,114,28.50,78.20
2026-03-30 23:35:12,215,2384,123,28.50,78.20
2026-03-30 23:35:17,253,2416,121,28.50,78.20
2026-03-30 23:35:22,226,2418,123,28.50,78.10
2026-03-30 23:35:27,240,2414,123,28.50,78.10
2026-03-30 23:35:32,203,2362,127,28.40,78.10
2026-03-30 23:35:37,253,2448,128,28.50,77.90
2026-03-30 23:35:42,254,2434,115,28.50,78.00
2026-03-30 23:35:47,251,2445,107,28.50,78.00
2026-03-30 23:35:52,227,2486,128,28.50,78.10
2026-03-30 23:35:57,215,2336,112,28.50,78.00
