Date,Time,Millis,Sensor1,Sensor2
2026-03-25,20:57:40,114000,1041,1231
2026-03-25,20:57:42,116000,1023,1216
2026-03-25,20:57:44,118000,1021,1243
2026-03-25,20:57:46,120000,1039,1216
2026-03-25,20:57:48,122000,1009,1231
2026-03-25,20:57:50,124000,1061,1219
2026-03-25,20:57:52,126000,1045,1214
2026-03-25,20:57:54,128000,1023,1248
2026-03-25,20:57:56,130000,985,1218
2026-03-25,20:57:58,132000,1039,1222
2026-03-25,20:58:00,134000,1001,1217
2026-03-25,20:58:02,136000,1039,1205
2026-03-25,20:58:04,138000,1038,1217
2026-03-25,20:58:06,140000,1010,1216
2026-03-25,20:58:08,142000,1011,1225
2026-03-25,20:58:10,144000,1030,1221
2026-03-25,20:58:12,146000,1016,1225
2026-03-25,20:58:14,148000,1033,1228
2026-03-25,20:58:16,150000,1011,1216
2026-03-25,20:58:18,152000,1013,1202
2026-03-25,20:58:20,154000,1019,1224
2026-03-25,20:58:22,156000,1014,1238
2026-03-25,20:58:24,158000,1023,1231
2026-03-25,20:58:26,160000,1023,1222
2026-03-25,20:58:28,162000,1021,1222
2026-03-25,20:58:30,164000,1010,1215
2026-03-25,20:58:32,166000,1008,1215
2026-03-25,20:58:34,168000,1008,1230
2026-03-25,20:58:36,170000,1009,1213
2026-03-25,20:58:38,172000,1018,1227
