Timestamp,MQ2,MQ3,MQ135,Temperature,Humidity
2026-03-31 03:11:33,73,942,21,27.00,81.90
2026-03-31 03:11:38,45,931,17,27.00,81.90
2026-03-31 03:11:43,65,909,32,27.00,81.90
2026-03-31 03:11:48,64,921,22,27.00,81.80
2026-03-31 03:11:53,64,941,26,27.00,81.80
2026-03-31 03:11:58,53,914,16,27.00,81.80
2026-03-31 03:12:03,72,917,16,27.00,81.70
2026-03-31 03:12:08,54,910,16,27.00,81.80
2026-03-31 03:12:13,61,924,18,27.00,81.70
2026-03-31 03:12:18,48,923,19,27.00,81.70
2026-03-31 03:12:23,64,935,21,27.00,81.70
2026-03-31 03:12:28,63,933,23,27.00,81.80
2026-03-31 03:12:33,74,959,18,27.00,81.80
2026-03-31 03:12:38,96,929,23,27.00,81.80
2026-03-31 03:12:43,98,922,22,27.00,81.90
2026-03-31 03:12:48,71,897,19,27.00,81.90
2026-03-31 03:12:53,86,913,16,27.00,81.90
2026-03-31 03:12:58,75,912,34,27.00,81.80
2026-03-31 03:13:03,71,887,12,27.00,81.80
2026-03-31 03:13:08,64,913,21,27.00,81.70
2026-03-31 03:13:13,65,886,35,27.00,81.70
2026-03-31 03:13:18,154,881,26,27.00,81.80
2026-03-31 03:13:23,65,896,22,27.00,81.70
2026-03-31 03:13:28,46,882,28,27.00,81.90
2026-03-31 03:13:33,64,883,19,27.00,81.80
2026-03-31 03:13:38,62,879,0,27.00,81.70
2026-03-31 03:13:43,62,880,16,27.00,81.80
2026-03-31 03:13:48,73,885,19,27.00,81.70
2026-03-31 03:13:53,57,870,19,27.00,81.60
2026-03-31 03:13:58,69,867,19,27.00,81.80
2026-03-31 03:14:03,70,835,33,27.00,81.70
2026-03-31 03:14:08,73,849,30,27.00,81.70
2026-03-31 03:14:13,80,874,23,27.00,81.70
2026-03-31 03:14:18,71,850,7,27.00,81.60
2026-03-31 03:14:23,67,853,81,27.10,81.80
2026-03-31 03:14:28,64,843,13,27.00,81.70
2026-03-31 03:14:33,59,868,17,27.00,81.80
2026-03-31 03:14:38,80,855,22,27.00,81.60
2026-03-31 03:14:43,58,863,18,27.00,81.80
2026-03-31 03:14:48,64,852,19,27.00,81.80
2026-03-31 03:14:53,61,848,18,27.00,81.70
2026-03-31 03:14:58,73,868,25,27.00,81.80
2026-03-31 03:15:03,71,861,27,27.00,81.80
2026-03-31 03:15:08,75,861,29,27.00,81.70
2026-03-31 03:15:13,64,850,14,27.00,81.90
2026-03-31 03:15:18,70,830,37,27.00,81.80
2026-03-31 03:15:23,64,830,16,27.00,81.80
2026-03-31 03:15:28,78,827,25,27.00,81.80
2026-03-31 03:15:33,65,809,16,27.00,81.80
2026-03-31 03:15:38,67,838,17,27.00,81.90
2026-03-31 03:15:43,61,820,26,27.00,81.90
2026-03-31 03:15:49,65,839,16,27.10,81.90
2026-03-31 03:15:54,69,816,18,27.00,82.00
2026-03-31 03:15:59,54,832,16,27.00,81.90
2026-03-31 03:16:04,58,831,21,27.00,81.70
2026-03-31 03:16:09,64,816,16,27.00,81.80
2026-03-31 03:16:14,56,821,17,27.00,81.80
2026-03-31 03:16:19,65,874,23,27.00,81.70
2026-03-31 03:16:24,64,842,14,27.00,81.80
2026-03-31 03:16:29,66,816,17,27.00,81.80
2026-03-31 03:16:34,48,823,11,27.00,81.70
2026-03-31 03:16:39,50,802,16,27.00,81.80
2026-03-31 03:16:44,78,807,16,27.00,81.70
2026-03-31 03:16:49,63,816,26,27.00,81.80
2026-03-31 03:16:54,64,821,22,27.00,81.70
2026-03-31 03:16:59,67,816,25,27.10,81.80
2026-03-31 03:17:04,67,794,27,27.00,81.80
2026-03-31 03:17:09,51,819,13,27.00,81.80
2026-03-31 03:17:14,58,798,18,27.00,81.80
2026-03-31 03:17:19,64,827,18,27.00,81.70
2026-03-31 03:17:24,41,803,22,27.10,81.80
2026-03-31 03:17:29,58,800,20,27.00,81.70
2026-03-31 03:17:34,62,774,16,27.00,81.80
