Vision_Quality,Area,Gas_Quality,Humidity,Temperature,Shelf_Life_Days,Spoilage_Phase
88.7946584434338,380055.0,100.0,75.0,28.6,,3
75.0,371734.0,100.0,74.9,28.6,,3
82.69900992843323,372823.0,100.0,75.0,28.6,,3
81.89392674765986,277804.0,100.0,75.0,28.6,,3
75.0,351923.0,100.0,75.0,28.6,,3
90.07778001377186,313827.0,100.0,75.0,28.5,,3
93.108739670219,283539.0,100.0,74.9,28.6,,3
87.47136161082146,301559.0,100.0,74.9,28.5,10.9,3
82.78531113758272,351895.0,100.0,75.1,28.5,10.6,3
81.11669307772839,334617.0,100.0,75.1,28.5,,3
96.05034247371552,326924.0,100.0,75.2,28.5,,3
94.68553689652113,304811.0,100.0,76.3,28.5,11.2,3
92.23843342332226,407662.0,97.0,78.1,28.6,,3
75.0,318124.0,94.0,77.3,28.6,,3
92.61657701744431,341878.0,99.0,76.6,28.6,,3
90.96916698697046,325840.0,100.0,76.2,28.6,,3
88.6927182997832,343772.0,100.0,75.8,28.6,,3
97.34225649327846,360176.0,93.5,75.4,28.7,,3
90.70082129660162,333524.0,100.0,75.2,28.7,,3
84.09915020742005,332697.0,100.0,75.0,28.7,,3
91.15561713902638,333160.0,100.0,74.9,28.7,11.0,3
90.3181988551713,433016.0,100.0,75.0,28.7,,3
94.96899762745353,336959.0,100.0,74.9,28.7,,3
97.60971137731156,333676.0,100.0,74.7,28.7,,3
75.0,309676.0,100.0,74.6,28.7,,3
75.0,335939.0,100.0,74.6,28.7,,3
88.14734703351641,417057.0,100.0,74.6,28.7,,3
90.6154189901133,341235.0,94.5,74.6,28.7,,3
94.63524464946791,261554.0,100.0,74.5,28.7,11.3,3
89.88491646486852,380834.0,100.0,74.6,28.6,,3
76.17131003376127,395750.0,100.0,74.5,28.7,,3
90.70797125995531,333388.0,100.0,74.6,28.7,11.0,3
93.06225492885028,440827.0,100.0,74.5,28.6,,3
89.45493004046796,359928.0,100.0,74.5,28.6,,3
84.32511280367805,316006.0,100.0,74.5,28.6,10.7,3
94.64268653235396,315756.0,100.0,74.4,28.6,,3
88.57252989775515,330893.0,100.0,74.5,28.6,,3
91.83183860597113,363346.0,100.0,74.6,28.6,,3
96.3003195540632,329599.0,99.5,74.5,28.6,,3
85.84100051765303,310849.0,100.0,74.5,28.6,,3
84.4456539193911,365092.0,100.0,74.5,28.6,,3
94.05590893316281,313113.0,100.0,74.5,28.6,,3
94.95684736084529,404225.0,100.0,74.5,28.6,,3
91.3074792257896,425071.0,100.0,74.5,28.6,,3
81.80968640717141,300213.0,100.0,74.6,28.5,,3
75.0,409841.0,100.0,74.6,28.6,,3
93.23492525083246,347776.0,100.0,74.6,28.6,,3
90.23974901055857,304980.0,100.0,74.6,28.6,,3
100.0,355168.0,100.0,74.6,28.6,,3
88.87515835683914,379030.0,100.0,74.6,28.5,,3
91.84807385389371,358955.0,100.0,74.6,28.6,,3
81.67620435643751,368858.0,99.0,74.6,28.5,10.5,3
100.0,403816.0,100.0,74.6,28.6,,3
100.0,329551.0,100.0,74.6,28.5,,3
80.08316143793135,344968.0,100.0,74.5,28.5,,3
88.44579929830955,393767.0,100.0,74.6,28.5,,3
75.0,411182.0,100.0,74.6,28.5,,3
86.73593681136809,332924.0,100.0,74.7,28.5,,3
79.90316499791867,283805.0,100.0,74.6,28.5,,3
94.58536467169532,352932.0,100.0,74.6,28.5,11.3,3
77.68031280207157,298196.0,100.0,74.6,28.5,10.4,3
85.31372240567897,416760.0,100.0,74.6,28.5,,3
85.92326918909116,289874.0,100.0,74.6,28.5,,3
86.03405548731244,339091.0,100.0,74.7,28.5,,3
75.0,347828.0,100.0,74.7,28.5,,3
86.15252375833057,377848.0,100.0,74.7,28.5,,3
100.0,395062.0,100.0,74.7,28.5,,3
85.84889047556136,305738.0,99.5,74.6,28.5,,3
100.0,352368.0,100.0,74.7,28.4,,3
